"LOCATION""","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","PENSIONEXP","PUB","PC_GDP","A","2013","6.354",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2014","6.389",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2015","6.481",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1980","0.276",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1981","0.27",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1982","0.249",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1983","0.3",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1984","0.279",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1985","0.262",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1986","0.249",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1987","0.256",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1988","0.257",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1989","0.331",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1990","0.698",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1991","0.503",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1992","0.524",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1993","0.557",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1994","0.551",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1995","0.56",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1996","0.663",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1997","0.842",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1998","0.763",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","1999","0.925",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2000","3.908",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2001","4.337",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2002","4.628",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2003","5.534",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2004","5.847",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2005","6.048",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2006","6.12",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2007","6.495",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2008","6.512",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2009","7.513",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2010","7.413",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2011","7.131",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2012","7.293",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2013","7.18",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2014","7.14",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2015","7.099",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2016","7.711",""
"TUR","PENSIONEXP","PUB","PC_GDP","A","2017","7.36",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1980","5.253",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1981","5.536",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1982","5.601",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1983","5.515",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1984","5.404",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1985","5.279",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1986","5.248",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1987","4.941",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1988","4.537",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1989","4.311",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1990","4.473",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1991","4.846",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1992","5.122",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1993","5.186",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1994","4.951",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1995","4.624",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1996","4.625",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1997","4.613",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1998","4.62",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","1999","4.737",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2000","4.764",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2001","4.916",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2002","4.909",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2003","4.906",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2004","4.999",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2005","5.01",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2006","4.757",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2007","5.331",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2008","5.715",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2009","6.18",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2010","6.199",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2011","6.223",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2012","6.364",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2013","6.28",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2014","6.238",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2015","6.144",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2016","5.73",""
"GBR","PENSIONEXP","PUB","PC_GDP","A","2017","5.629",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1980","5.967",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1981","6.237",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1982","6.561",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1983","6.49",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1984","6.211",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1985","6.027",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1986","6.035",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1987","5.949",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1988","5.916",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1989","5.827",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1990","5.841",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1991","6.073",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1992","6.106",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1993","6.112",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1994","6.057",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1995","6.043",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1996","5.958",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1997","5.93",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1998","5.82",""
"USA","PENSIONEXP","PUB","PC_GDP","A","1999","5.683",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2000","5.653",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2001","5.727",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2002","5.857",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2003","5.864",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2004","5.802",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2005","5.742",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2006","5.716",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2007","5.784",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2008","5.951",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2009","6.515",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2010","6.613",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2011","6.71",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2012","6.754",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2013","6.902",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2014","6.957",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2015","7.013",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2016","7.129",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2017","7.077",""
"USA","PENSIONEXP","PUB","PC_GDP","A","2018","7.023",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1987","9.539",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1988","8.413",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1989","8.019",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1990","7.995",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1991","7.9",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1992","7.488",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1993","7.542",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1994","7.299",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1995","6.685",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1996","7.207",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1997","6.934",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1998","6.96",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","1999","7.363",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2000","4.99",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2001","4.612",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2002","4.522",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2003","4.337",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2004","3.844",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2005","3.69",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2006","3.248",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2007","3.09",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2008","3.308",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2009","3.545",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2010","3.387",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2011","3.214",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2012","3.114",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2013","2.985",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2014","2.939",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2015","2.899",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2016","2.821",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2017","2.821",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2018","2.777",""
"CHL","PENSIONEXP","PUB","PC_GDP","A","2019","2.809",""
"EST","PENSIONEXP","PUB","PC_GDP","A","1999","6.6",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2000","6.002",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2001","5.486",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2002","5.415",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2003","5.402",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2004","5.428",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2005","5.259",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2006","5.242",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2007","5.045",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2008","6.097",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2009","7.741",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2010","7.512",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2011","6.64",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2012","6.461",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2013","6.42",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2014","6.385",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2015","6.854",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2016","6.767",""
"EST","PENSIONEXP","PUB","PC_GDP","A","2017","6.491",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","1995","4.52",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","1996","4.57",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","1997","4.663",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","1998","4.621",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","1999","4.574",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2000","4.509",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2001","4.917",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2002","4.903",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2003","4.944",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2004","4.832",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2005","4.682",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2006","4.634",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2007","4.496",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2008","4.46",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2009","4.702",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2010","4.767",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2011","4.763",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2012","4.883",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2013","4.758",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2014","4.827",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2015","4.749",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2016","4.679",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2017","4.713",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2018","4.678",""
"ISR","PENSIONEXP","PUB","PC_GDP","A","2019","4.664",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","1996","10.213",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","1997","10.28",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","1998","10.366",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","1999","10.249",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2000","10.352",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2001","10.516",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2002","10.782",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2003","10.129",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2004","9.971",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2005","9.759",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2006","9.871",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2007","9.508",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2008","9.344",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2009","10.589",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2010","10.934",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2011","11.115",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2012","11.278",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2013","11.626",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2014","11.35",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2015","11.139",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2016","10.885",""
"SVN","PENSIONEXP","PUB","PC_GDP","A","2017","10.42",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1980","5.662",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1981","5.882",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1982","6.084",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1983","6.166",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1984","6.157",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1985","6.216",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1986","6.217",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1987","6.255",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1988","6.204",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1989","6.155",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1990","6.325",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1991","6.495",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1992","6.677",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1993","6.816",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1994","6.824",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1995","6.804",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1996","6.834",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1997","6.779",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1998","6.741",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","1999","6.695",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2000","6.685",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2001","6.708",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2002","6.793",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2003","6.843",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2004","6.782",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2005","6.789",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2006","6.708",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2007","6.701",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2008","6.95",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2009","7.728",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2010","7.748",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2011","7.747",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2012","7.965",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2013","8.06",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2014","8.082",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2015","8.029",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2016","7.793",""
"OECD","PENSIONEXP","PUB","PC_GDP","A","2017","7.692",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","1995","0",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","1996","0",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","1997","8.278",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","1998","8.775",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","1999","9.61",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2000","8.657",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2001","7.851",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2002","7.41",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2003","6.59",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2004","5.971",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2005","5.481",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2006","5.214",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2007","4.528",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2008","5.177",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2009","7.516",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2010","9.269",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2011","7.893",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2012","7.529",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2013","7.459",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2014","7.15",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2015","6.99",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2016","6.95",""
"LVA","PENSIONEXP","PUB","PC_GDP","A","2017","6.807",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","1996","5.825",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","1997","6.125",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","1998","6.645",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","1999","7.432",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2000","7.069",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2001","6.564",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2002","6.244",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2003","5.992",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2004","5.878",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2005","5.698",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2006","5.524",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2007","6.284",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2008","6.676",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2009","8.673",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2010","7.683",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2011","6.914",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2012","6.959",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2013","6.637",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2014","6.847",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2015","6.703",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2016","6.352",""
"LTU","PENSIONEXP","PUB","PC_GDP","A","2017","6.211",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2010","5.505",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2011","5.463",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2012","5.405",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2013","5.466",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2014","5.797",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2015","5.906",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2016","6.046",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2017","5.886",""
"COL","PENSIONEXP","PUB","PC_GDP","A","2018","5.766",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2011","3.543",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2012","3.449",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2013","3.525",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2014","3.47",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2015","3.469",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2016","3.42",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2017","3.353",""
"CRI","PENSIONEXP","PUB","PC_GDP","A","2018","3.356",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2001","4.3383077522952",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2002","4.3224082007506",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2003","4.1452219883181",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2004","3.5595888442933",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2005","3.5820244305982",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2006","3.7741120940235",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2007","3.2549265519467",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2008","5.5493509116429",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2009","4.6470754523573",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2010","4.5009395621562",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2011","4.5375381375444",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2012","4.7829014133837",""
"AUS","PENSIONEXP","PRIV","PC_GDP","A","2013","5.0709558027094",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2001","0.17307925597819",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2002","0.15864591982332",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2003","0.15114338058314",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2004","0.16363677603776",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2005","0.17785907474547",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2006","0.18260353702745",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2007","0.27708960314422",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2008","0.19781917016522",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2009","0.20091468937944",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2010","0.22970799437745",""
"AUT","PENSIONEXP","PRIV","PC_GDP","A","2013","0.30460770267078",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2001","1.3305610421724",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2002","1.4006883615902",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2003","1.3586418271356",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2004","1.3452470541365",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2005","1.2649395414527",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2006","1.2490698517173",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2007","2.6396332371671",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2008","2.5426772935226",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2009","3.1463246364458",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2010","2.817188322611",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2011","3.6057795675348",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2012","1.1791344876717",""
"BEL","PENSIONEXP","PRIV","PC_GDP","A","2013","1.150656546617",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2000","1.9426255623146",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2001","2.0796910908399",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2002","2.0983201631232",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2003","2.0784215515155",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2004","2.1599295062418",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2005","1.9935599804354",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2006","2.131884206123",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2007","2.1764480490453",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2008","2.1952880179152",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2009","2.4847438460709",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2010","2.7617986272197",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2011","2.7670430855349",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2012","2.9110520372122",""
"CAN","PENSIONEXP","PRIV","PC_GDP","A","2013","2.9862300324381",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2001","0.17697495472511",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2002","0.19530933952085",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2003","0.21307292720916",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2004","0.17706939293447",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2007","0.23956439487356",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2008","0.30630366598545",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2009","0.4155278394483",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2010","0.43427910050735",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2011","0.47782986796058",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2012","0.61095412471763",""
"CZE","PENSIONEXP","PRIV","PC_GDP","A","2013","0.30365930859342",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2002","3.0348684756334",""
