"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","WAGELEVEL","LPAY","PC","A","2002",18.3923204731658,
"CZE","WAGELEVEL","LPAY","PC","A","2003",19.0362273006795,
"CZE","WAGELEVEL","LPAY","PC","A","2004",19.6798782864496,
"CZE","WAGELEVEL","LPAY","PC","A","2005",20.0310956263525,
"CZE","WAGELEVEL","LPAY","PC","A","2006",19.7384172731667,
"CZE","WAGELEVEL","LPAY","PC","A","2007",19.6564655661961,
"CZE","WAGELEVEL","LPAY","PC","A","2008",19.7032947461146,
"CZE","WAGELEVEL","LPAY","PC","A","2009",20.042805677142,
"CZE","WAGELEVEL","LPAY","PC","A","2010",20.1832924309899,
"CZE","WAGELEVEL","LPAY","PC","A","2011",20.1530632397961,
"CZE","WAGELEVEL","LPAY","PC","A","2012",19.7500015800001,
"CZE","WAGELEVEL","LPAY","PC","A","2013",19.9500021945002,
"CZE","WAGELEVEL","LPAY","PC","A","2014",20.2600020260002,
"CZE","WAGELEVEL","LPAY","PC","A","2015",20.6500022715002,
"CZE","WAGELEVEL","LPAY","PC","A","2016",19.7600017784002,
"CZE","WAGELEVEL","LPAY","PC","A","2017",19.8700023844003,
"CZE","WAGELEVEL","LPAY","PC","A","2018",19.6800025584003,
"CZE","WAGELEVEL","LPAY","PC","A","2019",18.36,
"DNK","WAGELEVEL","LPAY","PC","A","2002",7.36122849771702,
"DNK","WAGELEVEL","LPAY","PC","A","2003",7.46181612589425,
"DNK","WAGELEVEL","LPAY","PC","A","2004",6.67957688875175,
"DNK","WAGELEVEL","LPAY","PC","A","2005",6.4025518213725,
"DNK","WAGELEVEL","LPAY","PC","A","2006",7.57261291359087,
"DNK","WAGELEVEL","LPAY","PC","A","2007",7.83927659106981,
"DNK","WAGELEVEL","LPAY","PC","A","2008",7.88824572304625,
"DNK","WAGELEVEL","LPAY","PC","A","2009",7.27732446593039,
"DNK","WAGELEVEL","LPAY","PC","A","2010",7.57778967074395,
"DNK","WAGELEVEL","LPAY","PC","A","2011",7.49137798746154,
"DNK","WAGELEVEL","LPAY","PC","A","2012",7.57251517367582,
"DNK","WAGELEVEL","LPAY","PC","A","2013",7.88625962900836,
"DNK","WAGELEVEL","LPAY","PC","A","2014",8.41933543002542,
"DNK","WAGELEVEL","LPAY","PC","A","2015",8.23666335549489,
"DNK","WAGELEVEL","LPAY","PC","A","2016",8.23258267523412,
"DNK","WAGELEVEL","LPAY","PC","A","2017",8.51944995079203,
"DNK","WAGELEVEL","LPAY","PC","A","2018",8.72529216888955,
"FIN","WAGELEVEL","LPAY","PC","A","2001",4.60413920379647,
"FIN","WAGELEVEL","LPAY","PC","A","2002",7.28614371650907,
"FIN","WAGELEVEL","LPAY","PC","A","2003",6.41170216655543,
"FIN","WAGELEVEL","LPAY","PC","A","2004",6.95710634285442,
"FIN","WAGELEVEL","LPAY","PC","A","2005",6.91340131252389,
"FIN","WAGELEVEL","LPAY","PC","A","2006",7.4813619093954,
"FIN","WAGELEVEL","LPAY","PC","A","2007",7.90949645911956,
"FIN","WAGELEVEL","LPAY","PC","A","2008",8.47315837603835,
"FIN","WAGELEVEL","LPAY","PC","A","2009",8.48211949443856,
"FIN","WAGELEVEL","LPAY","PC","A","2010",8.12301878027834,
"FIN","WAGELEVEL","LPAY","PC","A","2011",9.27104253736019,
"FIN","WAGELEVEL","LPAY","PC","A","2012",8.91338023164926,
"FIN","WAGELEVEL","LPAY","PC","A","2013",9.07225222869386,
"FIN","WAGELEVEL","LPAY","PC","A","2014",8.44907407407407,
"FIN","WAGELEVEL","LPAY","PC","A","2015",7.76817579982511,
"FIN","WAGELEVEL","LPAY","PC","A","2016",7.07586810853079,
"FIN","WAGELEVEL","LPAY","PC","A","2017",7.55308566616365,
"FIN","WAGELEVEL","LPAY","PC","A","2018",7.31696261103491,
"DEU","WAGELEVEL","LPAY","PC","A","1995",13.6300249078421,
"DEU","WAGELEVEL","LPAY","PC","A","1996",13.7613344043075,
"DEU","WAGELEVEL","LPAY","PC","A","1997",14.0864802217465,
"DEU","WAGELEVEL","LPAY","PC","A","1998",15.1950498692867,
"DEU","WAGELEVEL","LPAY","PC","A","1999",15.7252453131499,
"DEU","WAGELEVEL","LPAY","PC","A","2000",15.8015129020392,
"DEU","WAGELEVEL","LPAY","PC","A","2001",16.5533346024978,
"DEU","WAGELEVEL","LPAY","PC","A","2002",17.4863619823274,
"DEU","WAGELEVEL","LPAY","PC","A","2003",17.5105470734005,
"DEU","WAGELEVEL","LPAY","PC","A","2004",17.7328357897743,
"DEU","WAGELEVEL","LPAY","PC","A","2005",17.508832797925,
"DEU","WAGELEVEL","LPAY","PC","A","2006",18.3125379810497,
"DEU","WAGELEVEL","LPAY","PC","A","2007",17.8742557616405,
"DEU","WAGELEVEL","LPAY","PC","A","2008",17.2255918815827,
"DEU","WAGELEVEL","LPAY","PC","A","2009",18.7616882134942,
"DEU","WAGELEVEL","LPAY","PC","A","2010",18.9298952525223,
"DEU","WAGELEVEL","LPAY","PC","A","2011",18.8999686933855,
"DEU","WAGELEVEL","LPAY","PC","A","2012",19.0983085333423,
"DEU","WAGELEVEL","LPAY","PC","A","2013",18.7118251268923,
"DEU","WAGELEVEL","LPAY","PC","A","2014",17.9421249202286,
"DEU","WAGELEVEL","LPAY","PC","A","2015",19.3595282284432,
"DEU","WAGELEVEL","LPAY","PC","A","2016",18.8502036842713,
"DEU","WAGELEVEL","LPAY","PC","A","2017",17.7873583642708,
"DEU","WAGELEVEL","LPAY","PC","A","2018",17.8014954038626,
"GRC","WAGELEVEL","LPAY","PC","A","2004",20.0489327,
"GRC","WAGELEVEL","LPAY","PC","A","2005",19.7461136,
"GRC","WAGELEVEL","LPAY","PC","A","2006",19.9844194,
"GRC","WAGELEVEL","LPAY","PC","A","2007",17.6307426,
"GRC","WAGELEVEL","LPAY","PC","A","2008",13.4888434,
"GRC","WAGELEVEL","LPAY","PC","A","2009",15.0762716,
"GRC","WAGELEVEL","LPAY","PC","A","2010",13.2793941598186,
"GRC","WAGELEVEL","LPAY","PC","A","2011",12.2649038482779,
"GRC","WAGELEVEL","LPAY","PC","A","2012",11.7651441423442,
"GRC","WAGELEVEL","LPAY","PC","A","2013",13.9446108148178,
"GRC","WAGELEVEL","LPAY","PC","A","2014",17.8728943880409,
"GRC","WAGELEVEL","LPAY","PC","A","2015",15.8774282492366,
"GRC","WAGELEVEL","LPAY","PC","A","2016",15.7123584167158,
"GRC","WAGELEVEL","LPAY","PC","A","2017",15.9376839919556,
"GRC","WAGELEVEL","LPAY","PC","A","2018",14.1389424393731,
"HUN","WAGELEVEL","LPAY","PC","A","1995",19.94,
"HUN","WAGELEVEL","LPAY","PC","A","1996",21.0055823613112,
"HUN","WAGELEVEL","LPAY","PC","A","1997",21.8678805124363,
"HUN","WAGELEVEL","LPAY","PC","A","1998",21.9976953312571,
"HUN","WAGELEVEL","LPAY","PC","A","1999",22.6714076786994,
"HUN","WAGELEVEL","LPAY","PC","A","2000",23.41,
"HUN","WAGELEVEL","LPAY","PC","A","2001",21.74,
"HUN","WAGELEVEL","LPAY","PC","A","2002",21.67,
"HUN","WAGELEVEL","LPAY","PC","A","2003",22.69,
"HUN","WAGELEVEL","LPAY","PC","A","2004",22.95,
"HUN","WAGELEVEL","LPAY","PC","A","2005",23.09,
"HUN","WAGELEVEL","LPAY","PC","A","2006",23.11,
"HUN","WAGELEVEL","LPAY","PC","A","2007",21.16,
"HUN","WAGELEVEL","LPAY","PC","A","2008",20.79,
"HUN","WAGELEVEL","LPAY","PC","A","2009",21.79,
"HUN","WAGELEVEL","LPAY","PC","A","2010",21,
"HUN","WAGELEVEL","LPAY","PC","A","2011",19.99,
"HUN","WAGELEVEL","LPAY","PC","A","2012",17.39,
"HUN","WAGELEVEL","LPAY","PC","A","2013",16.81,
"HUN","WAGELEVEL","LPAY","PC","A","2014",18.65,
"HUN","WAGELEVEL","LPAY","PC","A","2015",19.78,
"HUN","WAGELEVEL","LPAY","PC","A","2016",19.55,
"HUN","WAGELEVEL","LPAY","PC","A","2017",15.72,
"HUN","WAGELEVEL","LPAY","PC","A","2018",15.97,
"ISL","WAGELEVEL","LPAY","PC","A","2004",18.664200638,
"ISL","WAGELEVEL","LPAY","PC","A","2005",17.572700083,
"ISL","WAGELEVEL","LPAY","PC","A","2006",17.112470689,
"ISL","WAGELEVEL","LPAY","PC","A","2007",17.351542283,
"ISL","WAGELEVEL","LPAY","PC","A","2008",16.691066209,
"ISL","WAGELEVEL","LPAY","PC","A","2009",15.477561861,
"ISL","WAGELEVEL","LPAY","PC","A","2010",16.6515167539469,
"ISL","WAGELEVEL","LPAY","PC","A","2011",14.7314095977047,
"ISL","WAGELEVEL","LPAY","PC","A","2013",16.9452788156422,
"ISL","WAGELEVEL","LPAY","PC","A","2014",15.7158539316633,
"ISL","WAGELEVEL","LPAY","PC","A","2015",14.8950967247974,
"ISL","WAGELEVEL","LPAY","PC","A","2016",16.2677502920927,
"IRL","WAGELEVEL","LPAY","PC","A","2002",21.4022988505747,
"IRL","WAGELEVEL","LPAY","PC","A","2006",20.8271604938272,
"IRL","WAGELEVEL","LPAY","PC","A","2010",19.8,
"IRL","WAGELEVEL","LPAY","PC","A","2014",20.6666666666667,
"ITA","WAGELEVEL","LPAY","PC","A","1995",8.9750588404,
"ITA","WAGELEVEL","LPAY","PC","A","1998",10.185654824,
"ITA","WAGELEVEL","LPAY","PC","A","2000",9.4165400818,
"ITA","WAGELEVEL","LPAY","PC","A","2002",10.449962794,
"ITA","WAGELEVEL","LPAY","PC","A","2004",9.4029030503,
"ITA","WAGELEVEL","LPAY","PC","A","2006",9.3154946718,
"ITA","WAGELEVEL","LPAY","PC","A","2008",8.0478429802,
"ITA","WAGELEVEL","LPAY","PC","A","2010",9.2704653586,
"ITA","WAGELEVEL","LPAY","PC","A","2012",9.9694314842,
"ITA","WAGELEVEL","LPAY","PC","A","2014",7.6301793403,
"ITA","WAGELEVEL","LPAY","PC","A","2016",7.7256631727,
"JPN","WAGELEVEL","LPAY","PC","A","1995",15.3561965983311,
"JPN","WAGELEVEL","LPAY","PC","A","1996",15.3240651933218,
"JPN","WAGELEVEL","LPAY","PC","A","1997",15.1552341401151,
"JPN","WAGELEVEL","LPAY","PC","A","1998",14.7390748439868,
"JPN","WAGELEVEL","LPAY","PC","A","1999",14.5809688060692,
"JPN","WAGELEVEL","LPAY","PC","A","2000",14.5672018123413,
"JPN","WAGELEVEL","LPAY","PC","A","2001",14.5607890780324,
"JPN","WAGELEVEL","LPAY","PC","A","2002",14.4346853436161,
"JPN","WAGELEVEL","LPAY","PC","A","2003",14.4352889766612,
"JPN","WAGELEVEL","LPAY","PC","A","2004",14.2989622941202,
"JPN","WAGELEVEL","LPAY","PC","A","2005",16.0979625437333,
"JPN","WAGELEVEL","LPAY","PC","A","2006",16.0676552380493,
"JPN","WAGELEVEL","LPAY","PC","A","2007",15.4230477885897,
"JPN","WAGELEVEL","LPAY","PC","A","2008",15.0202243462162,
"JPN","WAGELEVEL","LPAY","PC","A","2009",14.6503614991195,
"JPN","WAGELEVEL","LPAY","PC","A","2010",14.4807769062202,
"JPN","WAGELEVEL","LPAY","PC","A","2011",14.4031779286605,
"JPN","WAGELEVEL","LPAY","PC","A","2012",14.2938225649812,
"JPN","WAGELEVEL","LPAY","PC","A","2013",14.2275596448058,
"JPN","WAGELEVEL","LPAY","PC","A","2014",13.9081733880832,
"JPN","WAGELEVEL","LPAY","PC","A","2015",13.4636703959383,
"JPN","WAGELEVEL","LPAY","PC","A","2016",12.6548018146652,
"JPN","WAGELEVEL","LPAY","PC","A","2017",12.3226056884127,
"JPN","WAGELEVEL","LPAY","PC","A","2018",12.1153969378755,
"JPN","WAGELEVEL","LPAY","PC","A","2019",11.7871279540516,
"KOR","WAGELEVEL","LPAY","PC","A","1995",22.2553734076469,
"KOR","WAGELEVEL","LPAY","PC","A","1996",22.6379697729594,
"KOR","WAGELEVEL","LPAY","PC","A","1997",22.8774224205735,
"KOR","WAGELEVEL","LPAY","PC","A","1998",23.1369988006526,
"KOR","WAGELEVEL","LPAY","PC","A","1999",23.40730740438,
"KOR","WAGELEVEL","LPAY","PC","A","2000",24.5837366993823,
"KOR","WAGELEVEL","LPAY","PC","A","2001",24.2372232423956,
"KOR","WAGELEVEL","LPAY","PC","A","2002",24.4750127375079,
"KOR","WAGELEVEL","LPAY","PC","A","2003",24.2668327390644,
"KOR","WAGELEVEL","LPAY","PC","A","2004",24.201840986593,
"KOR","WAGELEVEL","LPAY","PC","A","2005",25.3705285650176,
"KOR","WAGELEVEL","LPAY","PC","A","2006",24.9358321890514,
"KOR","WAGELEVEL","LPAY","PC","A","2007",26.0421317325134,
"KOR","WAGELEVEL","LPAY","PC","A","2008",25.4708365561137,
"KOR","WAGELEVEL","LPAY","PC","A","2009",24.9913555727741,
"KOR","WAGELEVEL","LPAY","PC","A","2010",24.7094797778286,
"KOR","WAGELEVEL","LPAY","PC","A","2011",23.798238210863,
"KOR","WAGELEVEL","LPAY","PC","A","2012",23.9096329078154,
"KOR","WAGELEVEL","LPAY","PC","A","2013",24.6560474314148,
"KOR","WAGELEVEL","LPAY","PC","A","2014",23.7,
"KOR","WAGELEVEL","LPAY","PC","A","2015",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2016",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2017",22.3,
"KOR","WAGELEVEL","LPAY","PC","A","2018",19.0435686183441,
"KOR","WAGELEVEL","LPAY","PC","A","2019",16.9620432415201,
"LUX","WAGELEVEL","LPAY","PC","A","2002",13.6527777777778,
"LUX","WAGELEVEL","LPAY","PC","A","2006",14.8194444444444,
"LUX","WAGELEVEL","LPAY","PC","A","2010",14.2592592592593,
"LUX","WAGELEVEL","LPAY","PC","A","2014",12.156862745098,
"NLD","WAGELEVEL","LPAY","PC","A","2002",12.869918699187,
"NLD","WAGELEVEL","LPAY","PC","A","2006",13.9655172413793,
"NLD","WAGELEVEL","LPAY","PC","A","2010",14.0648148148148,
"NLD","WAGELEVEL","LPAY","PC","A","2014",14.5,
"NZL","WAGELEVEL","LPAY","PC","A","1997",13.2702444096613,
"NZL","WAGELEVEL","LPAY","PC","A","1998",13.1205562127805,
"NZL","WAGELEVEL","LPAY","PC","A","1999",12.2840470115988,
"NZL","WAGELEVEL","LPAY","PC","A","2000",11.7385590214536,
"NZL","WAGELEVEL","LPAY","PC","A","2001",12.2291286288944,
"NZL","WAGELEVEL","LPAY","PC","A","2002",13.6298254816871,
"NZL","WAGELEVEL","LPAY","PC","A","2003",13.2223600967587,
"NZL","WAGELEVEL","LPAY","PC","A","2004",13.1620069893098,
"NZL","WAGELEVEL","LPAY","PC","A","2005",12.4392987187495,
"NZL","WAGELEVEL","LPAY","PC","A","2006",14.6122360539735,
"NZL","WAGELEVEL","LPAY","PC","A","2007",13.4409200805122,
"NZL","WAGELEVEL","LPAY","PC","A","2008",12.5341807689995,
"NZL","WAGELEVEL","LPAY","PC","A","2009",12.8732435888459,
"NZL","WAGELEVEL","LPAY","PC","A","2010",12.7218537345488,
"NZL","WAGELEVEL","LPAY","PC","A","2011",13.6934746186501,
"NZL","WAGELEVEL","LPAY","PC","A","2012",13.5553003380428,
"NZL","WAGELEVEL","LPAY","PC","A","2013",14.0803059059014,
"NZL","WAGELEVEL","LPAY","PC","A","2014",13.8646701704426,
"NZL","WAGELEVEL","LPAY","PC","A","2015",13.8906294545685,
"NZL","WAGELEVEL","LPAY","PC","A","2016",11.1882100369871,
"NZL","WAGELEVEL","LPAY","PC","A","2017",12.0915964829274,
"NZL","WAGELEVEL","LPAY","PC","A","2018",8.50455856757083,
"NZL","WAGELEVEL","LPAY","PC","A","2019",6.92201577185207,
"POL","WAGELEVEL","LPAY","PC","A","1995",16.3780508427454,
"POL","WAGELEVEL","LPAY","PC","A","1996",17.3458144194629,
"POL","WAGELEVEL","LPAY","PC","A","1997",17.534355880544,
"POL","WAGELEVEL","LPAY","PC","A","1998",17.7228973416251,
"POL","WAGELEVEL","LPAY","PC","A","1999",17.534355880544,
"POL","WAGELEVEL","LPAY","PC","A","2001",19.3696857550439,
"POL","WAGELEVEL","LPAY","PC","A","2002",20.80018113449,
"POL","WAGELEVEL","LPAY","PC","A","2004",22.2,
"POL","WAGELEVEL","LPAY","PC","A","2006",23.4513459579397,
"POL","WAGELEVEL","LPAY","PC","A","2008",22.9647146679943,
"POL","WAGELEVEL","LPAY","PC","A","2010",22.6906750478957,
"POL","WAGELEVEL","LPAY","PC","A","2012",22.4039105729386,
"POL","WAGELEVEL","LPAY","PC","A","2014",22.6,
"POL","WAGELEVEL","LPAY","PC","A","2015",25.132958124645,
"POL","WAGELEVEL","LPAY","PC","A","2016",21.6711741344444,
"POL","WAGELEVEL","LPAY","PC","A","2018",21.1092911740968,
"PRT","WAGELEVEL","LPAY","PC","A","2004",14.1464534,
"PRT","WAGELEVEL","LPAY","PC","A","2005",15.9866133,
"PRT","WAGELEVEL","LPAY","PC","A","2006",15.5531506,
"PRT","WAGELEVEL","LPAY","PC","A","2007",17.448121,
"PRT","WAGELEVEL","LPAY","PC","A","2008",14.2188994,
"PRT","WAGELEVEL","LPAY","PC","A","2009",10.7989418,
"PRT","WAGELEVEL","LPAY","PC","A","2010",8.88906697521195,
"PRT","WAGELEVEL","LPAY","PC","A","2011",6.51805793994402,
"PRT","WAGELEVEL","LPAY","PC","A","2012",8.80805897679536,
"PRT","WAGELEVEL","LPAY","PC","A","2013",19.3732158896218,
"PRT","WAGELEVEL","LPAY","PC","A","2014",20.3319366108093,
"PRT","WAGELEVEL","LPAY","PC","A","2015",17.0441472321086,
"PRT","WAGELEVEL","LPAY","PC","A","2016",11.3645614003024,
"PRT","WAGELEVEL","LPAY","PC","A","2017",10.0093361676637,
"PRT","WAGELEVEL","LPAY","PC","A","2018",8.89679994455946,
"SVK","WAGELEVEL","LPAY","PC","A","2002",17.0051015304591,
"SVK","WAGELEVEL","LPAY","PC","A","2003",18,
"SVK","WAGELEVEL","LPAY","PC","A","2004",18.001800180018,
"SVK","WAGELEVEL","LPAY","PC","A","2005",18,
"SVK","WAGELEVEL","LPAY","PC","A","2006",17.996400719856,
"SVK","WAGELEVEL","LPAY","PC","A","2007",18,
"SVK","WAGELEVEL","LPAY","PC","A","2008",19.001900190019,
"SVK","WAGELEVEL","LPAY","PC","A","2009",19.99600079984,
"SVK","WAGELEVEL","LPAY","PC","A","2010",20.00200020002,
"SVK","WAGELEVEL","LPAY","PC","A","2011",20.0000000000006,
"SVK","WAGELEVEL","LPAY","PC","A","2012",18.998100189981,
"SVK","WAGELEVEL","LPAY","PC","A","2013",20,
"SVK","WAGELEVEL","LPAY","PC","A","2014",20,
"SVK","WAGELEVEL","LPAY","PC","A","2015",19,
"SVK","WAGELEVEL","LPAY","PC","A","2016",19,
"SVK","WAGELEVEL","LPAY","PC","A","2017",17.9997613199114,
"SVK","WAGELEVEL","LPAY","PC","A","2018",18,
"SVK","WAGELEVEL","LPAY","PC","A","2019",16,
"ESP","WAGELEVEL","LPAY","PC","A","2002",15.5833333333333,
"ESP","WAGELEVEL","LPAY","PC","A","2006",12.2857142857143,
"ESP","WAGELEVEL","LPAY","PC","A","2010",14.2291666666667,
"ESP","WAGELEVEL","LPAY","PC","A","2014",14.5897435897436,
"CHE","WAGELEVEL","LPAY","PC","A","2008",11.4102964470846,
"CHE","WAGELEVEL","LPAY","PC","A","2010",11.4790959166373,
"CHE","WAGELEVEL","LPAY","PC","A","2012",11.3204821665748,
"CHE","WAGELEVEL","LPAY","PC","A","2014",10.146935405447,
"CHE","WAGELEVEL","LPAY","PC","A","2016",10.2086859332172,
"GBR","WAGELEVEL","LPAY","PC","A","1995",21.3039736906367,
"GBR","WAGELEVEL","LPAY","PC","A","1996",21.1045993327832,
"GBR","WAGELEVEL","LPAY","PC","A","1997",20.9838973065267,
"GBR","WAGELEVEL","LPAY","PC","A","1998",21.2822098631915,
"GBR","WAGELEVEL","LPAY","PC","A","1999",20.5775066109814,
"GBR","WAGELEVEL","LPAY","PC","A","2000",20.8471912021485,
"GBR","WAGELEVEL","LPAY","PC","A","2001",21.1187196102232,
"GBR","WAGELEVEL","LPAY","PC","A","2002",20.9352310784224,
"GBR","WAGELEVEL","LPAY","PC","A","2003",20.8157068793424,
"GBR","WAGELEVEL","LPAY","PC","A","2004",20.9662878624502,
"GBR","WAGELEVEL","LPAY","PC","A","2005",20.9756890539752,
"GBR","WAGELEVEL","LPAY","PC","A","2006",20.7472920258531,
"GBR","WAGELEVEL","LPAY","PC","A","2007",20.5469893494648,
"GBR","WAGELEVEL","LPAY","PC","A","2008",21.1977191409735,
"GBR","WAGELEVEL","LPAY","PC","A","2009",20.6149211341147,
"GBR","WAGELEVEL","LPAY","PC","A","2010",20.6698710225139,
"GBR","WAGELEVEL","LPAY","PC","A","2011",20.560211227184,
"GBR","WAGELEVEL","LPAY","PC","A","2012",20.4503464203233,
"GBR","WAGELEVEL","LPAY","PC","A","2013",20.5163275773637,
"GBR","WAGELEVEL","LPAY","PC","A","2014",20.403825717322,
"GBR","WAGELEVEL","LPAY","PC","A","2015",19.9806846228136,
"GBR","WAGELEVEL","LPAY","PC","A","2016",19.2784060312332,
"GBR","WAGELEVEL","LPAY","PC","A","2017",18.9763654629091,
"GBR","WAGELEVEL","LPAY","PC","A","2018",18.961052687206,
"GBR","WAGELEVEL","LPAY","PC","A","2019",18.0987202925046,
"USA","WAGELEVEL","LPAY","PC","A","1995",25.1660450477695,
"USA","WAGELEVEL","LPAY","PC","A","1996",25.1182384126356,
"USA","WAGELEVEL","LPAY","PC","A","1997",24.8733676718887,
"USA","WAGELEVEL","LPAY","PC","A","1998",24.5282229381983,
"USA","WAGELEVEL","LPAY","PC","A","1999",24.4525024071456,
"USA","WAGELEVEL","LPAY","PC","A","2000",24.7018604697118,
"USA","WAGELEVEL","LPAY","PC","A","2001",23.7717735550277,
"USA","WAGELEVEL","LPAY","PC","A","2002",23.4952038369305,
